Date,Ticker,Open,High,Low,Close,Volume
2023-02-01,AAPL,188.11603912446,190.95195931226593,187.17073239519138,189.06134585372865,4066028
2023-02-02,AAPL,195.49308189444693,198.44021378230292,194.51070459849495,196.47545919039894,4191820
2023-02-03,AAPL,198.95490499385522,201.954225169642,197.9551316019263,199.95467838578415,3032440
2023-02-04,AAPL,192.97899204704498,195.88822308293007,192.00924836841662,193.94873572567334,6690931
2023-02-05,AAPL,194.00108734175927,196.925726849424,193.026207505871,194.9759671776475,6270690
2023-02-06,AAPL,191.64352229077048,194.532620616762,190.68048951543997,192.60655506610098,3727852
2023-02-07,AAPL,190.33993413779686,193.20938038108025,189.3834520567024,191.29641621889132,5453766
2023-02-08,AAPL,189.92119259900284,192.78432615577174,188.96681474674654,190.87557045125914,2312278
2023-02-09,AAPL,192.8428069292375,195.7499849231456,191.8737475979348,193.8118662605402,7506870
2023-02-10,AAPL,193.49330497866083,196.41028947582657,192.5209768129389,194.46563314438274,8531989
2023-02-11,AAPL,199.84834537439582,202.86113450064298,198.84408233231343,200.8526084164782,6272881
2023-02-12,AAPL,200.21522466198027,203.23354463175886,199.2091180053874,201.22133131857314,1774583
2023-02-13,AAPL,206.95272028109704,210.072610536591,205.91275686259908,207.99268369959503,1538452
2023-02-14,AAPL,205.4086565745223,208.50526948770604,204.37645227012771,206.44086087891688,9320000
2023-02-15,AAPL,203.77768674404467,206.84971217234687,202.75367826794394,204.8016952201454,6098327
2023-02-16,AAPL,202.14009617563548,205.18743430893653,201.12431679786846,203.1558755534025,1174163
2023-02-17,AAPL,203.85148268673436,206.92462061668513,202.82710337675078,204.87586199671796,2488143
2023-02-18,AAPL,208.36397284102475,211.50513826073868,207.3169177011201,209.4110279809294,3267012
2023-02-19,AAPL,205.6454826136173,208.74566576859647,204.61208822862423,206.67887699861035,1962915
2023-02-20,AAPL,209.73305789255946,212.89486278541213,208.67912292827523,210.78699285684368,6832031
2023-02-21,AAPL,208.49977505308314,211.6429877423256,207.45203749000234,209.54751261616397,9827728
2023-02-22,AAPL,210.89270406034908,214.07199105623374,209.83294172838754,211.95246639231064,4348050
2023-02-23,AAPL,212.99889816887853,216.20993683474103,211.92855194692436,214.0692443908327,3467402
2023-02-24,AAPL,215.42601659236416,218.67364498320381,214.3434737954176,216.5085593893107,7527889
2023-02-25,AAPL,223.11506071171837,226.47860434053825,221.99387950211172,224.236241921325,3952270
2023-02-26,AAPL,224.10050966698327,227.47890931020413,222.97437645257634,225.22664288139023,8103363
2023-02-27,AAPL,227.92758921401855,231.36368352377764,226.78222444409886,229.07295398393825,1619926
2023-02-28,AAPL,222.15878668064258,225.5079141180392,221.04241086817706,223.27516249310813,1020766
2023-03-01,AAPL,222.0061920923868,225.35301910885494,220.89058308689744,223.1218010978762,3441028
2023-03-02,AAPL,223.54100193328472,226.91096678655032,222.41768031552954,224.66432355103993,3436034
2023-03-03,AAPL,219.74213693925807,223.05483247100568,218.6379050953422,220.84636878317394,9727390
2023-03-04,AAPL,214.45390145966815,217.68687484850736,213.3762436633884,215.53155925594788,2497238
2023-03-05,AAPL,214.74817184607997,217.98558147190028,213.66903530413987,215.82730838802007,2403515
2023-03-06,AAPL,208.16220444002263,211.3003281250481,207.11616321168083,209.20824566836447,6199895
2023-03-07,AAPL,202.79812160976678,205.85537972448688,201.77903557152675,203.81720764800681,6426473
2023-03-08,AAPL,199.4101311931614,202.41631407547035,198.40807023239174,200.41219215393104,2316371
2023-03-09,AAPL,202.3025530754154,205.35234030770812,201.28595733131783,203.31914881951298,8447680
2023-03-10,AAPL,203.75357616084457,206.82523811301812,202.72968884345337,204.77746347823575,7910332
2023-03-11,AAPL,207.11851225721497,210.2409018892333,206.07771571320885,208.15930880122107,1891822
2023-03-12,AAPL,202.29675974791672,205.34645964361397,201.28019311601764,203.3133263798158,4458547
2023-03-13,AAPL,201.87166943008395,204.91496092902995,200.85723893043527,202.8860999297326,6744453
2023-03-14,AAPL,202.5082416158074,205.56112968036732,201.49061226095412,203.52587097066072,2761245
2023-03-15,AAPL,199.35882402500604,202.3642334324182,198.35702088920198,200.36062716081008,1200073
2023-03-16,AAPL,203.41443571628344,206.48098499843846,202.39225262223178,204.43661881033512,3471293
2023-03-17,AAPL,198.13958279359062,201.12661167992616,197.14390649814544,199.1352590890358,9738396
2023-03-18,AAPL,202.3918695771472,205.4430032893655,201.37482500640778,203.40891414788663,3030808
2023-03-19,AAPL,204.74071382475438,207.82725724924816,203.71186601658977,205.76956163291896,1265803
2023-03-20,AAPL,202.07140234735888,205.117704895309,201.05596816470884,203.08683653000892,1444752
2023-03-21,AAPL,200.1933985277783,203.21138946035788,199.1874015502518,201.19939550530484,1184386
2023-03-22,AAPL,198.10798696914003,201.094539536514,197.11246944668204,199.10350449159802,1958951
2023-03-23,AAPL,199.10224246614817,202.10378380985895,198.10172868491122,200.1027562473851,1521451
2023-03-24,AAPL,205.99190787588054,209.0973135222506,204.95677266042384,207.02704309133722,9415677
2023-03-25,AAPL,205.08794388852058,208.17972193709124,204.05735120566368,206.11853657137746,5217130
2023-03-26,AAPL,201.29828912409587,204.332936698831,200.28673993251752,202.30983831567426,3636272
2023-03-27,AAPL,205.98562933886316,209.09094033392142,204.95052567384374,207.02073300388258,8674637
2023-03-28,AAPL,207.93568611791366,211.07039495386212,206.8907831725975,208.98058906322981,3138275
2023-03-29,AAPL,208.4460094317409,211.5884115839782,207.3985420476618,209.49347681582,1531036
2023-03-30,AAPL,201.05705262109078,204.0880634646248,200.0467156732461,202.06738956893545,9017343
2023-03-31,AAPL,201.84525424697796,204.88814752708316,200.8309564869429,202.85955200701304,1732542
2023-04-01,AAPL,202.34708048734586,205.39753898715512,201.33026098740945,203.36389998728228,1034257
2023-04-02,AAPL,202.21891995283505,205.26744638428482,201.2027444756851,203.23509542998497,6872745
2023-04-03,AAPL,204.14259235353268,207.22011887142514,203.11675018090187,205.1684345261635,6749451
2023-04-04,AAPL,206.41918874572383,209.5310358122423,205.3819063902177,207.45647110123,4030038
2023-04-05,AAPL,204.6127144746576,207.6973282607077,203.58450987930757,205.64091907000764,1919205
2023-04-06,AAPL,211.5726054520866,214.76214221769595,210.50942653021684,212.6357843739564,8748425
2023-04-07,AAPL,208.41707926089683,211.55904527990532,207.36975725456068,209.464401267233,6668755
2023-04-08,AAPL,204.15339789386684,207.23108730935226,203.12750142203836,205.1792943656953,3988977
2023-04-09,AAPL,203.79573268600822,206.86803016368674,202.77163352678207,204.8198318452344,5864860
2023-04-10,AAPL,206.41496552463923,209.52674892450815,205.37770439134957,207.45222665792886,5800819
2023-04-11,AAPL,206.84224385623122,209.96046863798347,205.80283559564714,207.8816521168153,6600768
2023-04-12,AAPL,204.7858402504713,207.8730639728402,203.75676567634832,205.81491482459427,7694297
2023-04-13,AAPL,202.16148178547422,205.2091423149035,201.14559494233112,203.1773686286173,8628138
2023-04-14,AAPL,199.18535085494815,202.18814508894235,198.18441944361678,200.18628226627956,8140765
2023-04-15,AAPL,197.5629894693643,200.54132599402809,196.5702106278097,198.5557683109189,5200558
2023-04-16,AAPL,201.07832926608936,204.10966086306559,200.0678854004306,202.0887731317481,4155335
2023-04-17,AAPL,199.48200888249372,202.48927534805895,198.4795867273053,200.48443103768213,1003053
2023-04-18,AAPL,201.26543396741184,204.29958623827736,200.25404987712335,202.27681805770035,9013413
2023-04-19,AAPL,202.79321828149983,205.85040247669832,201.77415688310032,203.81227967989932,7766089
2023-04-20,AAPL,200.94570553918535,203.97503778349468,199.9359281244156,201.95548295395514,9215823
2023-04-21,AAPL,199.1186879990216,202.1204772653385,198.118091576916,200.11928442112725,7093163
2023-04-22,AAPL,205.18925748779913,208.28256287706242,204.15815569137803,206.22035928422022,3321335
2023-04-23,AAPL,202.49039314111786,205.54301213319502,201.47285347709214,203.50793280514358,3397326
2023-04-24,AAPL,201.26881052791668,204.30301370170437,200.25740946998744,202.2802115858459,9684006
2023-04-25,AAPL,199.68525384194356,202.69558430187237,198.68181035530063,200.6886973285865,5652594
2023-04-26,AAPL,198.36922244160127,201.35971323217817,197.37239217807561,199.3660527051269,2183955
2023-04-27,AAPL,191.55595766094768,194.44373591714287,190.59336490888262,192.51855041301275,3502256
2023-04-28,AAPL,191.53841839145264,194.42593223654993,190.5759137764202,192.50092300648507,2467308
2023-04-29,AAPL,191.1640880162552,194.0459586898671,190.20346445838456,192.12471157412583,4839105
2023-04-30,AAPL,188.4026977102445,191.24293938426828,187.4559504855699,189.3494449349191,3755851
2023-05-01,AAPL,189.29330041388485,192.14696825932032,188.3420777987397,190.24452302903,5306305
2023-05-02,AAPL,186.44301692749661,189.25371567514733,185.50611734494638,187.37991651004685,5918199
2023-05-03,AAPL,196.2958577422245,199.25509177853945,195.3094463967862,197.28226908766283,5485291
2023-05-04,AAPL,201.74931804401223,204.79076504970084,200.73550237544936,202.7631337125751,9764875
2023-05-05,AAPL,201.83581371356075,204.8785646740667,200.82156339339213,202.8500640337294,3731062
2023-05-06,AAPL,205.85664184894782,208.9600083089822,204.8221863622697,206.89109733562594,5711906
2023-05-07,AAPL,200.99140748506633,204.02142870343417,199.98140041227705,202.0014145578556,6311029
2023-05-08,AAPL,201.13009696234968,204.16220897685747,200.11939295751375,202.1408009671856,9587791
2023-05-09,AAPL,198.8051164971419,201.80217855488777,197.80609581122664,199.8041371830572,9891204
2023-05-10,AAPL,195.06702866417,198.00773763900673,194.08679233922442,196.04726498911558,6485054
2023-05-11,AAPL,199.39953314298486,202.40555625569317,198.39752543874874,200.40154084722096,3960933
2023-05-12,AAPL,202.9728991114569,206.03279206288593,201.9529347943139,203.99286342859992,5204178
2023-05-13,AAPL,207.4746570474172,210.60241569637324,206.4320708310985,208.51724326373588,8638894
2023-05-14,AAPL,209.32862601506875,212.48433394494415,208.27672337177697,210.38052865836056,5397628
2023-05-15,AAPL,212.17674664330494,215.3753910650633,211.11053183605213,213.24296145055771,1054265
2023-05-16,AAPL,212.09470390371183,215.2921115002502,211.02890137153236,213.16050643589128,1921733
2023-05-17,AAPL,207.22434795188084,210.34833309688406,206.1830195702131,208.26567633354858,8065128
2023-05-18,AAPL,206.15173613062953,209.2595512481767,205.11579775811379,207.18767450314525,5136512
2023-05-19,AAPL,203.68088454311024,206.7514506417501,202.65736251023029,204.7044065759902,5799851
2023-05-20,AAPL,207.50997088726479,210.6382619056658,206.46720721446445,208.55273456006512,6378760
2023-05-21,AAPL,209.0192930684706,212.17033768759327,207.96894486209638,210.06964127484483,6307186
2023-05-22,AAPL,207.4735813226295,210.60132375462896,206.43100051196305,208.516162133296,6013258
2023-05-23,AAPL,207.47304309726533,210.60077741531455,206.43046499124893,208.51562120328174,7034824
2023-05-24,AAPL,214.28522008062686,217.51565053410363,213.20840992946793,215.36203023178578,4060349
2023-05-25,AAPL,214.22563562225787,217.45516781756828,213.1491248904877,215.302146354028,6522242
2023-05-26,AAPL,208.24403149487006,211.3833887535867,207.19757907529782,209.29048391444226,8087433
2023-05-27,AAPL,212.00675491243274,215.20283664478097,210.94139433498333,213.07211548988215,5539985
2023-05-28,AAPL,212.0274916406695,215.22388598701124,210.96202685855556,213.0929564227834,9631283
2023-05-29,AAPL,213.634745265819,216.85536956630872,212.56120383232243,214.70828669931558,5137475
2023-05-30,AAPL,218.2689775398637,221.5594646384546,217.17214850700006,219.36580657272734,1709358
2023-05-31,AAPL,213.3231684981192,216.53909566140743,212.2511927770231,214.39514421921527,9847373
2023-06-01,AAPL,210.4225198157545,213.59471860694677,209.3651202186904,211.4799194128186,2945036
2023-06-02,AAPL,207.6804023346375,210.8112626713406,206.63678222240313,208.72402244687186,1170347
2023-06-03,AAPL,204.64337599389359,207.72845201390203,203.61501732055746,205.67173466722974,6977725
2023-06-04,AAPL,207.88994414700673,211.0239634055043,206.84527106084087,208.9346172331726,8770436
2023-06-05,AAPL,204.14331788522216,207.2208553407783,203.11747206670347,205.16916370374088,8139434
2023-06-06,AAPL,203.45371792599806,206.5208594022694,202.4313374339076,204.4760984180885,9309942
2023-06-07,AAPL,202.2852837279555,205.33481061832669,201.2687747644984,203.30179269141254,9385473
2023-06-08,AAPL,201.85199275767792,204.89498762337155,200.83766113578002,202.8663243795758,4484214
2023-06-09,AAPL,196.0600102625089,199.01568880917992,195.07478408028524,197.04523644473258,1223892
2023-06-10,AAPL,194.8130250216929,197.74990479588928,193.83406509696079,195.79198494642503,5696274
2023-06-11,AAPL,195.46422028971637,198.41091707800356,194.48198802695399,196.44645255247877,2846331
2023-06-12,AAPL,198.90731413625718,201.9059168619294,197.90777989436643,199.9068483781479,5257717
2023-06-13,AAPL,201.25478357334399,204.28877528550495,200.24345300262368,202.26611414406432,7536341
2023-06-14,AAPL,199.7117761877502,202.7225064820379,198.7081994229876,200.71535295251275,3684949
2023-06-15,AAPL,204.79425037967115,207.8816008879074,203.76513354359238,205.8233672157499,7243438
2023-06-16,AAPL,203.4782432111241,206.5457544153119,202.45573947639483,204.50074694585336,3253951
2023-06-17,AAPL,206.88514347318124,210.00401498282721,205.8455196366326,207.9247673097299,8130809
2023-06-18,AAPL,201.30899416441704,204.34380312166957,200.2973911786662,202.32059715016788,9633135
2023-06-19,AAPL,200.14862458930097,203.1659405378834,199.14285260644016,201.15439657216177,8302252
2023-06-20,AAPL,200.94972652713224,203.97911938935033,199.93992890639288,201.9595241478716,8946715
2023-06-21,AAPL,204.43445326042402,207.5163796914857,203.40714445007015,205.46176207077792,1078418
2023-06-22,AAPL,204.61271056050018,207.6973242875429,203.5845059848193,205.6409151361811,7390182
2023-06-23,AAPL,202.63951774882824,205.69438485056938,201.6212287149145,203.65780678274194,7170606
2023-06-24,AAPL,203.78954650577958,206.86175072445968,202.7654784328862,204.81361457867294,2103160
2023-06-25,AAPL,201.59933671263758,204.6385226932301,200.58627471910674,202.61239870616842,2625264
2023-06-26,AAPL,200.92528822612275,203.95431267174268,199.91561341091608,201.93496304132938,4202017
2023-06-27,AAPL,204.55827345882756,207.64206652604605,203.5303424364214,205.58620448123372,1087806
2023-06-28,AAPL,204.6449211340779,207.73002044765695,203.6165546962182,205.67328757193758,7848100
2023-06-29,AAPL,198.39251773034124,201.38335970617553,197.39557040506313,199.38946505561933,9137545
2023-06-30,AAPL,201.92284714587674,204.9669101681764,200.90815947177686,202.93753481997663,4171586
2023-07-01,AAPL,202.2149993988713,205.26346672649248,201.19884362299757,203.23115517474503,6886398
2023-07-02,AAPL,197.63639488801942,200.6158380270348,196.6432471750143,198.62954260102455,7882504
2023-07-03,AAPL,194.57339370251927,197.50666094426578,193.59563795527043,195.5511494497681,7017442
2023-07-04,AAPL,192.42856108297025,195.32949416462307,191.46158338908597,193.39553877685452,3809730
2023-07-05,AAPL,196.04002934598975,198.99540667281371,195.05490357038178,197.02515512159775,1790497
2023-07-06,AAPL,197.15053322573632,200.1226518170791,196.1598270286221,198.1412394228506,3153146
2023-07-07,AAPL,198.64038994624596,201.6349686891542,197.6421970319432,199.6385828605487,7181688
2023-07-08,AAPL,196.87378455173945,199.84173105251944,195.88446905147947,197.86310005199945,2031445
2023-07-09,AAPL,195.66970391729896,198.61949844871555,194.68643907349343,196.6529687611045,2956848
2023-07-10,AAPL,194.90139023951565,197.8396021526742,193.9219862684628,195.8807942105685,5726971
2023-07-11,AAPL,195.35979038668472,198.3049128548257,194.37808289730438,196.34149787606503,8047685
2023-07-12,AAPL,196.8520164949113,199.81963483403058,195.86281038187155,197.84122260795107,1870143
2023-07-13,AAPL,197.94713644224805,200.93126412730706,196.95242721389505,198.94184567060105,2854958
2023-07-14,AAPL,196.23607002088437,199.19440273476707,195.2499591162568,197.22218092551194,8228666
2023-07-15,AAPL,196.3183640978364,199.2779374259445,195.33183965513368,197.30488854053908,8889603
2023-07-16,AAPL,193.45765444748207,196.37410149945416,192.48550543015804,194.4298034648061,2169600
2023-07-17,AAPL,190.30658238480035,193.17552583783754,189.35026790045464,191.2628968691461,3845950
2023-07-18,AAPL,190.4937859748017,193.36555159251228,189.5365307688982,191.45104118070523,8140195
2023-07-19,AAPL,188.86930390689042,191.71657984518527,187.9202119274588,189.81839588632204,3048749
2023-07-20,AAPL,189.74469636569884,192.605169175232,188.7912054291878,190.6981873022099,2585833
2023-07-21,AAPL,190.74946507931972,193.62508515589238,189.79092505379552,191.70800510484395,7628878
2023-07-22,AAPL,184.8044011196767,187.59039711645573,183.875735787417,185.73306645193637,3071684
2023-07-23,AAPL,188.09639317885177,190.9320171966234,187.1511851729279,189.04160118477566,7558102
2023-07-24,AAPL,187.03013874996552,189.849688580367,186.09028880649834,187.96998869343267,3001324
2023-07-25,AAPL,188.38568595950417,191.22567117497408,187.43902422101422,189.33234769799415,4565381
2023-07-26,AAPL,188.89969508972086,191.74742918655082,187.95045039077755,189.84893978866418,7287335
2023-07-27,AAPL,186.9211769397319,189.73908412977812,185.98187454304986,187.860479336414,4512803
2023-07-28,AAPL,193.18105414746472,196.0933313456677,192.21029508139708,194.1518132135324,5124449
2023-07-29,AAPL,192.78608523648788,195.69240812950025,191.8173109388171,193.75485953415867,9570490
2023-07-30,AAPL,191.98078910111246,194.87497185138048,191.0160615176898,192.94551668453514,9517902
2023-07-31,AAPL,189.75607498162546,192.61671932808213,188.80252686613989,190.709623097111,5871075
2023-08-01,AAPL,197.9159389412105,200.89959631218352,196.9213864842195,198.91049139820151,7037264
2023-08-02,AAPL,194.56267690509742,197.4957825870838,193.58497501110196,195.54037879909288,1310158
2023-08-03,AAPL,195.3415250069168,198.28637211757385,194.35990930336445,196.32314071046915,2627052
2023-08-04,AAPL,192.02837343076004,194.9232735327313,191.06340673010294,192.9933401314171,6650772
2023-08-05,AAPL,196.66150948428142,199.62625585841633,195.67326069290314,197.64975827565974,1083953
2023-08-06,AAPL,191.34827430869998,194.23292166008744,190.38672519157083,192.30982342582914,3105874
2023-08-07,AAPL,191.51320734564354,194.40034112472358,190.5508294192835,192.47558527200354,6004682
2023-08-08,AAPL,187.89670330416422,190.72931692181496,186.9524987649473,188.84090784338113,7857867
2023-08-09,AAPL,189.36257695552513,192.21728917093506,188.41100621705513,190.3141476939951,6752274
2023-08-10,AAPL,192.47510227917715,195.37673698690344,191.50789070993505,193.44231384841925,8217874
2023-08-11,AAPL,192.18944245086857,195.08677072902236,191.22366635815064,193.1552185435865,5684168
2023-08-12,AAPL,191.86604782717214,194.75850080949132,190.90189683306576,192.83019882127854,9381338
2023-08-13,AAPL,192.04256225449936,194.93767625833604,191.07752425322045,193.00760025577824,4263493
2023-08-14,AAPL,190.40114235238764,193.2715113325744,189.44435269232537,191.35793201244988,5638173
2023-08-15,AAPL,192.23122620049537,195.12918438442244,191.26524013918635,193.1972122618044,9376943
2023-08-16,AAPL,191.03960541636528,193.91959946786827,190.0796073991976,191.99960343353294,4172237
2023-08-17,AAPL,192.36723131003814,195.26723982224976,191.4005618059676,193.3339008141087,1493187
2023-08-18,AAPL,193.69474549382127,196.61476678267286,192.72140506420408,194.66808592343847,4284227
2023-08-19,AAPL,196.14921070063613,199.10623397753017,195.1635362750048,197.13488512626748,6849311
2023-08-20,AAPL,193.0718426567803,195.9824734506011,192.10163239217337,194.04205292138724,4725125
2023-08-21,AAPL,191.46518324306558,194.35159304069975,190.5030466438542,192.42731984227697,1207059
2023-08-22,AAPL,194.29016928906447,197.21916681603528,193.3138367800742,195.26650179805475,8482977
2023-08-23,AAPL,193.08319504521467,195.99399698056965,192.11292773342967,194.05346235699966,7772663
2023-08-24,AAPL,188.1981365730979,191.0352944108833,187.25241729383612,189.1438558523597,8912722
2023-08-25,AAPL,186.76690847455907,189.5824900093514,185.82838129629496,187.70543565282318,7561750
2023-08-26,AAPL,188.16974154359437,191.00647131560834,187.22416495292305,189.1153181342657,7410692
2023-08-27,AAPL,190.4362808980881,193.30717960509446,189.4793146624193,191.3932471337569,9079203
2023-08-28,AAPL,187.7452345620004,190.57556473127678,186.8017911722416,188.6886779517592,3471604
2023-08-29,AAPL,189.41294391434312,192.26841543063975,188.46112007557755,190.36476775310865,3534656
2023-08-30,AAPL,192.47307928281174,195.37468349310538,191.5058778793805,193.44028068624294,8477891
2023-08-31,AAPL,193.58449666012044,196.5028559062529,192.61171024474297,194.55728307549793,2252551
2023-09-01,AAPL,194.60779462370274,197.54158047230126,193.62986600750324,195.58572323990225,9606900
2023-09-02,AAPL,193.9905267323355,196.91500703483302,193.0156999648363,194.96535349983466,6589338
2023-09-03,AAPL,194.46780841191463,197.39948391561182,193.49058324401557,195.4450335798137,1215983
2023-09-04,AAPL,191.23777837211722,194.12075995561648,190.27678451095082,192.19877223328365,7547962
2023-09-05,AAPL,191.57618413452178,194.46426731242914,190.613489741886,192.53887852715758,7959579
2023-09-06,AAPL,186.02269312541785,188.82705533333873,185.08790572277755,186.95748052805814,9807936
2023-09-07,AAPL,188.14107389113218,190.9773714874809,187.19564135901592,189.0865064232484,5332400
2023-09-08,AAPL,184.04813339363668,186.82272836942013,183.12326840170886,184.9729983855645,7205996
2023-09-09,AAPL,186.0862575306429,188.89157799592897,185.1511507088809,187.02136435240493,8465732
2023-09-10,AAPL,184.75988571536692,187.54521062564885,183.8314440786063,185.68832735212757,3880903
2023-09-11,AAPL,179.6338472075728,182.34189515542568,178.73116455828853,180.5365298568571,1377466
2023-09-12,AAPL,179.8155396460035,182.52632667584274,178.91194396939042,180.71913532261658,3782220
2023-09-13,AAPL,182.6600271754159,185.41369592680408,181.74213759161987,183.57791675921197,5349600
2023-09-14,AAPL,186.38017236600166,189.1899237082027,185.44358858526797,187.31675614673534,7729305
2023-09-15,AAPL,187.13720036169718,189.95836418624538,186.19681242018112,188.07758830321325,5751238
2023-09-16,AAPL,185.31542605076302,188.10912594097553,184.38419275402552,186.24665934750053,3327396
2023-09-17,AAPL,187.33291445377756,190.15702874202546,186.3915430243616,188.27428588319353,2264169
2023-09-18,AAPL,187.48100199016258,190.3073487538334,186.5388864022723,188.42311757805285,6482973
2023-09-19,AAPL,188.10829100277127,190.9440943847226,187.1630232087875,189.05355879675506,9968614
2023-09-20,AAPL,186.8375362313217,189.65418250616577,185.89865413970702,187.7764183229364,3784556
2023-09-21,AAPL,191.50199647896451,194.3889612500042,190.53967488861795,192.46431806931108,4247283
2023-09-22,AAPL,190.99257099832366,193.87185598824814,190.03280933501551,191.95233266163183,8491306
2023-09-23,AAPL,189.29973755694382,192.15350244473694,188.34848259434614,190.25099251954154,4100290
2023-09-24,AAPL,193.6788046214752,196.59858559566828,192.70554429674416,194.65206494620622,3211094
2023-09-25,AAPL,194.01998037270778,196.94490469993454,193.04500559696552,194.99495514845003,9217828
2023-09-26,AAPL,196.60262629056172,199.5664849783591,195.61467339462925,197.59057918649418,6876575
2023-09-27,AAPL,196.68025214092532,199.64528106767293,195.69190916534276,197.66859511650784,3971651
2023-09-28,AAPL,196.16154519658676,199.1187544206559,195.17580878856373,197.14728160460982,2336541
2023-09-29,AAPL,194.37189169311287,197.30212121612465,193.3951485187756,195.34863486745013,3214990
2023-09-30,AAPL,196.28608206385678,199.24516872813604,195.29971984243036,197.2724442852832,3163050
2023-10-01,AAPL,192.48214639279854,195.3838872931925,191.51489942600054,193.4493933595965,2117824
2023-10-02,AAPL,190.43556975885593,193.30645774517035,189.47860709675115,191.39253242096075,1590520
2023-10-03,AAPL,188.30925285404888,191.1480858116476,187.36297520151595,189.25553050658178,8553357
2023-10-04,AAPL,186.43136427657544,189.2418873561218,185.49452325005998,187.3682053030909,9102287
2023-10-05,AAPL,183.5835895912695,186.35118139415295,182.66105899030833,184.50612019223064,3698312
2023-10-06,AAPL,182.85780415975694,185.61445447372313,181.93892072176823,183.77668759774568,9877329
2023-10-07,AAPL,180.44272318946065,183.1629652475932,179.5359758367498,181.3494705421715,6125994
2023-10-08,AAPL,180.49671235265237,183.21776831776774,179.5896936976139,181.40373100769082,6984158
2023-10-09,AAPL,179.08547417487353,181.7852551925852,178.18554716896963,179.98540118077742,8526353
2023-10-10,AAPL,182.1232338395221,184.86881022906263,181.20804170967526,183.03842596936894,9136166
2023-10-11,AAPL,185.46193930425167,188.2578479369791,184.52996976000918,186.39390884849414,9706889
2023-10-12,AAPL,180.06281581294277,182.77733062419318,179.15797754252597,180.96765408335958,9772969
2023-10-13,AAPL,184.07101192643262,186.84595180472056,183.14603196700332,184.99599188586194,1138717
2023-10-14,AAPL,180.0757988190127,182.7905093539727,179.1708953073594,180.98070233066605,1035769
2023-10-15,AAPL,179.3012075591725,182.00424083895902,178.40019646591034,180.20221865243468,3724946
2023-10-16,AAPL,181.30672961806243,184.03999689873675,180.39564052450433,182.21781871162054,8845237
2023-10-17,AAPL,180.01639521677498,182.73021022004295,179.11179021568566,180.9210002178643,4859764
2023-10-18,AAPL,180.76701250706552,183.49214334888057,179.8586355597938,181.6753894543372,2824876
